Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
একদম বাজে প্রোডাক্ট।,3,2,2,2,2
এটা সত্যিই ভাল পণ্য .,1,2,2,2,2
চামড়া আসল নয়,3,2,2,2,2
যত সব বাটপারদের কে নিয়োগ দিছে দারাজ,2,2,3,2,2
সব খারাপ মাল তাই কিনার আগে চিন্তা করবেন।,2,2,2,2,3
এটা সম্পূর্ণ আবর্জনা।,3,2,2,2,2
বাজে কোয়ালিটি,3,2,2,2,2
ডিসকাউন্ট এর নামে ধান্ধাবাজি,2,2,3,2,2
কালার এ কোনো মিল নেই,2,2,3,2,2
বিস্ময়কর বেল্ট,1,2,2,2,2
আমার কাছে ভালো লাগছে।,2,2,1,2,2
পছন্দসই বেল্ট,1,2,2,2,2
প্রডাক্টের মান দাম অনুযায়ী খুব ভালো।,2,2,2,1,2
জাল পণ্য ও নকল পণ্য 😠😠😠,3,2,3,2,2
"অফিস কলিগের পছন্দ ছিল,",2,2,2,2,2
পারফেক্ট বেল্ট,1,2,2,2,2
সঠিক পন্য পেয়ে সেও খুশি,2,2,1,2,2
আমি এটা পছন্দ করি. ছবি এবং পণ্য একই।,1,2,2,2,2
"খুব ভাল, স্মার্ট নকশা।",1,2,2,2,2
আর কোন দিন কিছু কিনবো না।,2,2,3,2,2
জনগণকে বিভ্রান্ত করা হচ্ছে,2,2,3,2,3
এত বাজে জিমিস কেন রাখেন।,2,2,3,2,2
এই চামড়া নয়।,3,2,2,2,2
রি‌জে‌ক্টেড মা‌লের মত ম‌নে হ‌চ্ছে,3,2,2,2,2
আমি খুবই মর্মাহত!,2,2,3,2,2
খুবই বাজে,3,2,2,2,2
কারণ এটি ক্ষতিগ্রস্ত আইটেম।,3,2,2,2,2
দাম অনুযায়ী পণ্যের মান ভালো,2,2,2,1,2
আইটেমটি ব্যবহারযোগ্য নয়,3,2,2,2,2
দাম অনুযায়ী সস্তা এবং সাশ্রয়ী মূল্যের,2,2,2,1,2
আমি কম দামে একটি ভাল পণ্য পেয়েছিলাম।,2,2,2,1,2
মাঝারি মানের চেয়ে কম,3,2,2,2,2
বেল্ট দৈনিক ব্যবহারের জন্য নিখুঁত ছিল মূল্য অনুযায়ী।,1,2,2,1,2
আমি এই বেল্ট পেয়ে খুব খুশি।,1,2,2,2,2
খুব ভাল মানের প্লাস সুদৃশ্য রঙ।,1,2,2,2,2
সামগ্রী ভাল ছিল।,1,2,2,2,2
সুন্দর রঙ এবং ভাল মানের চামড়া।,1,2,2,2,2
ডিজাইন ভাল ছিল।,1,2,2,2,2
হতাশাদায়ক,2,2,3,2,2
ভাল উপকরণ দিয়ে তৈরি,1,2,2,2,2
দাম ও পণ্যের মিল আছে।,2,2,2,1,2
তারা আমাকে ভিন্ন পণ্য পাঠিয়েছে।,2,2,3,2,2
ভালো লাগলো।,1,2,2,2,2
কুরিয়ার সার্ভিসের ব্যবহার খারাপ।,2,2,3,2,2
খুব ভাল মানের. মান অসামান্য।,1,2,2,2,2
খুব সুন্দর মানের এবং বেশ ফ্যাশনেবল।,1,2,2,2,2
বিক্রেতা থেকে আরো পণ্য কিনতে ইচ্ছুক।,2,2,1,2,2
রঙ সত্যিই চমৎকার এবং আকর্ষণীয়।,1,2,2,2,2
সত্যিই পণ্য মানের দ্বারা সন্তুষ্ট,1,2,2,2,2
এটি একটি চমৎকার বেল্ট,1,2,2,2,2
ওজন খুব হালকা এবং এটি খুব আরামদায়ক।,1,2,2,2,2
আশ্চর্যজনক জিনিশ ও দেখতে সুন্দর,1,2,2,2,2
আরামদায়ক টুপি,1,2,2,2,2
সেলাই ইতিমধ্যে খুলে গেছে এবং উপাদান খুব খারাপ মানের,3,2,2,2,2
অত্যন্ত ফ্যাশনেবল,1,2,2,2,2
এটা ব্যবহারের জন্য নিখুঁত।,1,2,2,2,2
প্রত্যাশা পূরণ হয়েছে,2,2,1,2,2
প্রত্যাশা পূরণ হয়নি,2,2,3,2,2
আশা করি এটা অনেকদিন টিকবে।,2,1,2,2,2
জিনিশ টেকসই না,3,2,2,2,2
পচা মাল দিয়া গেছে,3,2,2,2,2
আজাইরা প্রোডাক্ট,3,2,2,2,2
ভাল ছিল। প্যাকেজিং ও ভাল,1,2,1,2,2
আসলে আড়ম্বরপূর্ণ,1,2,2,2,2
যে পণ্যটি আমাকে পাঠিয়েছে তা ছবির মতো নয়!,2,2,3,2,2
দাম তুলনায় ফ্যাব্রিক খুব খারাপ মানের,3,2,2,3,2
এমনকি নকশাও না !!,3,2,2,2,2
আমি খুবি হতাশ।,2,2,3,2,2
খুব ভাল পণ্য,1,2,2,2,2
চমত্কার গুণমান 👏👏👏,1,2,2,2,2
সম্পূর্ণ সন্তুষ্ট না,2,2,3,2,2
আমি এটা অপছন্দ করি,2,2,3,2,2
আরো ভাল চামড়া প্রত্যাশিত।,3,2,2,2,2
আমি এটা কিনে খুশি,2,2,1,2,2
আড়ম্বরপূর্ণ পণ্য,1,2,2,2,2
আমি এই ওয়ালেট নিয়ে খুশি!,1,2,2,2,2
এটি একটি স্মার্ট ওয়াললেট,1,2,2,2,2
আমি অসুখী নই,2,2,1,2,2
এটা আমার কাছে ভাল লাগছে.,1,2,2,2,2
উপাদান খুব ভাল।,1,2,2,2,2
আমি এটা বেশ পছন্দ করি.,1,2,2,2,2
"খুব সুন্দর, আড়ম্বরপূর্ণ ওয়ালপেপার।",1,2,2,2,2
এটা খারাপ না.,1,2,2,2,2
এটি খুব ফ্যাশনেবল,1,2,2,2,2
এটা সত্যিই ভাল ছিল।,1,2,2,2,2
ভাল। সম্পূর্ণ অক্ষত।,1,2,2,2,2
এটা সুখীভাবে ব্যবহার করছি,2,1,2,2,2
পণ্য খুব খারাপ মানের।,3,2,2,2,2
সর্বনিম্ন মূল্যে সর্বনিম্ন মানের।,3,2,2,3,2
নিম্ন মানের,3,2,2,2,2
বিতরণ করা ছবি দেওয়া ছবি থেকে ভিন্ন,2,2,3,2,2
দারাজ গ্রাহকের জন্য দুঃস্বপ্ন।,2,2,3,2,2
ভাল মানের চামড়া দিয়ে সুন্দর পণ্য,1,2,2,2,2
খুব সুন্দর পণ্য।,1,2,2,2,2
আমি এই সম্পর্কে সম্পূর্ণ সন্তুষ্ট।,2,2,1,2,2
দীর্ঘ সময় অপেক্ষা সম্পূর্ণ বিরক্তিকর।,2,2,3,2,2
চামড়া সম্পর্কে বেশ বিরক্ত।,3,2,2,2,2
একটি ভুল পণ্য,2,2,3,2,2
দাম অনুযায়ী খুব ভাল পণ্য,2,2,2,1,2
খুব সন্তুষ্ট,2,2,1,2,2
টাকার অনুপাতে বেশি ভালো না,2,2,2,3,2
আমি এটা সম্পর্কে হতাশ,2,2,3,2,2
সত্যিই চমৎকার ওয়ালেট 👌👍😍,1,2,2,2,2
দাম হিসেবে নিম্নমানের প্রোডাক্ট 😒,3,2,2,3,2
এটা সম্পূর্ণ আবর্জনা।,3,2,2,2,2
খারাপ পণ্য,3,2,2,2,2
খুব হাই কোয়ালিটি জিনিস না,3,2,2,2,2
সুন্দর দেখাচ্ছে,1,2,2,2,2
"যেমন বলেছে তেমন না, আমি হতাশ",2,2,3,2,2
প্রোডাক্ট টা ক্লাসি,1,2,2,2,2
নিচু মানের জিনিশ,3,2,2,2,2
খুব খারাপ মানের মানিব্যাগ,3,2,2,2,2
চমৎকার মানের পণ্য।,1,2,2,2,2
প্রডাক্টের মান দাম অনুযায়ী খুব ভালো।,1,2,2,1,2
সবচেয়ে খারাপ অভিজ্ঞতা।,2,2,3,2,2
সত্যিই সন্তুষ্ট .,2,2,1,2,2
অনেক ভাল বেল্ট।,1,2,2,2,2
খুব ভাল পণ্য ..,1,2,2,2,2
পণ্যের গুণমান মিশ্র লেদারের কারণে সন্তোষজনক নয়।,3,2,2,2,2
বণিক গ্রাহককে প্রতারণা করে এমন চামড়া বলছে।,2,2,3,2,2
এটা কৃত্রিম চামড়া এবং ভাল মানের না।,3,2,2,2,2
এটা জনগণকে বিভ্রান্ত করে,2,2,3,2,2
যথেষ্ট ভাল প্রোডাক্ট,1,2,2,2,2
পারফেক্ট বেল্ট,1,2,2,2,2
বেশি ভাল নয়।,3,2,2,2,2
এটি একটি আকর্ষণীয় বেল্ট,1,2,2,2,2
খুব সাধারণ।,1,2,2,2,2
যে কোন সন্দেহ ছাড়াই এই কিনতে পারেন।,2,2,2,2,1
কিছুই বিশেষ নয়।,3,2,2,2,2
ওজন খুব হালকা এবং এটি খুব আরামদায়ক।,1,2,2,2,2
এটি একটি খুব সুন্দর বেল্ট ছিল,1,2,2,2,2
খুব ভাল মানের. মান অসামান্য।,1,2,2,2,2
দাম অনুযায়ী সস্তা এবং সাশ্রয়ী মূল্যের,2,2,2,1,2
আইটেমগুলি ব্যবহারযোগ্য নয়,3,2,2,2,2
পণ্য কম বাজেটের মধ্যে ভাল।,2,2,2,1,2
নকশা বেশ চিত্তাকর্ষক,1,2,2,2,2
সত্যিই একটি নিখুঁত জিন্স,1,2,2,2,2
গায়ে দিয়ে অনেক মজা পাচ্ছি।,1,2,2,2,2
আমার টাকা নষ্ট। ভয়ঙ্কর অভিজ্ঞতা,2,2,3,3,2
আপনাদের পণ্যটি আমার ভালো লেগেছে,1,2,1,2,2
খুবই ভালো।,1,2,2,2,2
অনেক ভাল একটি প্রোডাক্ট,1,2,2,2,2
গায়ে দিয়ে অনেক মজা পাচ্ছি।,1,2,2,2,2
ফালতু টি শাট,3,2,2,2,2
খুব খারাপ প্রোডাক্ট কোয়ালিটি,3,2,2,2,2
"পন্য অনুযায়ী দাম অনেক বেশি,, ভাল না",2,2,2,3,2
দামের তুলনায় খুব খারাপ একটি পর্ণ্য।,2,2,2,3,2
একদমই ভালো ছিল না একদম বাজে একটা জিনিস,3,2,2,2,2
কালার ঠিক ছিল না,3,2,2,2,2
সঠিক সময় পেয়েছি,2,2,1,2,2
সেলাই অত্যন্ত নিম্নমানের।,3,2,2,2,2
খুবই বাজে কোয়ালিটির কাপর,3,2,2,2,2
